Beds,State,County,Location
111,Ohio,Knox,"Knox, Ohio"
25,New Mexico,Union,"Union, New Mexico"
24,New Mexico,Socorro,"Socorro, New Mexico"
25,New Mexico,Lincoln,"Lincoln, New Mexico"
25,New Mexico,Luna,"Luna, New Mexico"
271,New Mexico,Sandoval,"Sandoval, New Mexico"
98,Indiana,Cass,"Cass, Indiana"
159,Ohio,Sandusky,"Sandusky, Ohio"
198,Indiana,Bartholomew,"Bartholomew, Indiana"
12,Nevada,White Pine,"White Pine, Nevada"
19,Utah,Wasatch,"Wasatch, Utah"
25,Indiana,Miami,"Miami, Indiana"
103,Indiana,Montgomery,"Montgomery, Indiana"
368,Indiana,Monroe,"Monroe, Indiana"
79,Indiana,Wells,"Wells, Indiana"
24,Indiana,Orange,"Orange, Indiana"
37,Alaska,Bethel,"Bethel, Alaska"
25,Montana,Beaverhead,"Beaverhead, Montana"
72,Indiana,Shelby,"Shelby, Indiana"
53,Indiana,Starke,"Starke, Indiana"
175,Indiana,Knox,"Knox, Indiana"
11,South Dakota,Douglas,"Douglas, South Dakota"
30,Indiana,Whitley,"Whitley, Indiana"
12,South Dakota,Edmunds,"Edmunds, South Dakota"
11,South Dakota,Dewey,"Dewey, South Dakota"
24,Nebraska,Rock,"Rock, Nebraska"
41,West Virginia,Morgan,"Morgan, West Virginia"
58,West Virginia,Wetzel,"Wetzel, West Virginia"
409,Maryland,Carroll,"Carroll, Maryland"
72,West Virginia,Barbour,"Barbour, West Virginia"
25,Washington,Asotin,"Asotin, Washington"
25,North Carolina,Alexander,"Alexander, North Carolina"
12,South Dakota,Corson,"Corson, South Dakota"
25,Virginia,Patrick,"Patrick, Virginia"
110,Virginia,New Kent,"New Kent, Virginia"
438,Pennsylvania,Centre,"Centre, Pennsylvania"
21,Pennsylvania,Fulton,"Fulton, Pennsylvania"
155,Pennsylvania,Carbon,"Carbon, Pennsylvania"
288,Delaware,Kent,"Kent, Delaware"
25,Wisconsin,Saint Croix,"Saint Croix, Wisconsin"
50,Mississippi,Copiah,"Copiah, Mississippi"
25,Mississippi,Kemper,"Kemper, Mississippi"
76,Maryland,Calvert,"Calvert, Maryland"
129,Rhode Island,Newport,"Newport, Rhode Island"
25,Iowa,Franklin,"Franklin, Iowa"
50,Maine,Washington,"Washington, Maine"
25,Michigan,Osceola,"Osceola, Michigan"
25,Michigan,Clinton,"Clinton, Michigan"
8,Michigan,Benzie,"Benzie, Michigan"
25,Michigan,Newaygo,"Newaygo, Michigan"
69,Michigan,Mecosta,"Mecosta, Michigan"
49,Michigan,Clare,"Clare, Michigan"
82,Michigan,Chippewa,"Chippewa, Michigan"
15,Michigan,Baraga,"Baraga, Michigan"
402,Missouri,Cole,"Cole, Missouri"
35,Missouri,Gentry,"Gentry, Missouri"
25,Missouri,Scotland,"Scotland, Missouri"
157,Missouri,Taney,"Taney, Missouri"
93,Missouri,Adair,"Adair, Missouri"
25,Missouri,Pike,"Pike, Missouri"
34,Mississippi,Humphreys,"Humphreys, Mississippi"
700,Mississippi,Lee,"Lee, Mississippi"
29,Mississippi,Smith,"Smith, Mississippi"
16,Mississippi,Jasper,"Jasper, Mississippi"
50,Montana,Sweet Grass,"Sweet Grass, Montana"
25,Montana,Mccone,"Mccone, Montana"
96,Montana,Dawson,"Dawson, Montana"
83,North Carolina,Franklin,"Franklin, North Carolina"
127,North Carolina,Lee,"Lee, North Carolina"
142,North Carolina,Granville,"Granville, North Carolina"
83,North Carolina,Macon,"Macon, North Carolina"
86,North Carolina,Jackson,"Jackson, North Carolina"
316,North Carolina,Wayne,"Wayne, North Carolina"
102,North Carolina,Vance,"Vance, North Carolina"
226,North Carolina,Surry,"Surry, North Carolina"
41,North Carolina,Alleghany,"Alleghany, North Carolina"
238,North Carolina,Alamance,"Alamance, North Carolina"
76,North Carolina,Ashe,"Ashe, North Carolina"
35,North Carolina,Polk,"Polk, North Carolina"
104,North Carolina,Scotland,"Scotland, North Carolina"
46,North Carolina,Mitchell,"Mitchell, North Carolina"
37,North Carolina,Montgomery,"Montgomery, North Carolina"
21,North Carolina,Dare,"Dare, North Carolina"
162,North Carolina,Onslow,"Onslow, North Carolina"
25,North Dakota,Bottineau,"Bottineau, North Dakota"
25,North Dakota,Adams,"Adams, North Dakota"
14,North Dakota,Emmons,"Emmons, North Dakota"
23,North Dakota,Bowman,"Bowman, North Dakota"
25,North Dakota,Wells,"Wells, North Dakota"
20,Nebraska,Boyd,"Boyd, Nebraska"
25,Arizona,La Paz,"La Paz, Arizona"
90,Indiana,Henry,"Henry, Indiana"
25,Florida,Calhoun,"Calhoun, Florida"
54,Florida,Nassau,"Nassau, Florida"
296,Pennsylvania,Butler,"Butler, Pennsylvania"
48,Pennsylvania,Wyoming,"Wyoming, Pennsylvania"
49,Pennsylvania,Bedford,"Bedford, Pennsylvania"
35,Nebraska,Custer,"Custer, Nebraska"
23,Nebraska,Brown,"Brown, Nebraska"
63,Nevada,Lyon,"Lyon, Nevada"
97,Ohio,Union,"Union, Ohio"
20,Nevada,Lincoln,"Lincoln, Nevada"
97,Missouri,Platte,"Platte, Missouri"
7,Nevada,Lander,"Lander, Nevada"
10,Nebraska,Kearney,"Kearney, Nebraska"
11,Nevada,Mineral,"Mineral, Nevada"
287,Ohio,Gallia,"Gallia, Ohio"
20,North Dakota,Pembina,"Pembina, North Dakota"
192,New York,Columbia,"Columbia, New York"
71,Oregon,Lake,"Lake, Oregon"
98,Oregon,Klamath,"Klamath, Oregon"
99,Vermont,Bennington,"Bennington, Vermont"
45,Washington,Garfield,"Garfield, Washington"
25,Oregon,Union,"Union, Oregon"
15,Oregon,Polk,"Polk, Oregon"
164,Oregon,Benton,"Benton, Oregon"
28,Texas,Knox,"Knox, Texas"
67,Illinois,Ford,"Ford, Illinois"
93,Illinois,Fulton,"Fulton, Illinois"
26,Maryland,Kent,"Kent, Maryland"
25,Texas,Fannin,"Fannin, Texas"
25,Texas,Bosque,"Bosque, Texas"
25,Texas,Mitchell,"Mitchell, Texas"
25,Texas,Haskell,"Haskell, Texas"
16,Texas,Collingsworth,"Collingsworth, Texas"
25,Illinois,De Witt,"De Witt, Illinois"
25,West Virginia,Summers,"Summers, West Virginia"
60,West Virginia,Roane,"Roane, West Virginia"
105,West Virginia,Nicholas,"Nicholas, West Virginia"
15,West Virginia,Webster,"Webster, West Virginia"
124,West Virginia,Mcdowell,"Mcdowell, West Virginia"
101,West Virginia,Taylor,"Taylor, West Virginia"
49,Kentucky,Monroe,"Monroe, Kentucky"
42,Kentucky,Montgomery,"Montgomery, Kentucky"
118,Illinois,Coles,"Coles, Illinois"
309,New Jersey,Warren,"Warren, New Jersey"
25,Oklahoma,Pushmataha,"Pushmataha, Oklahoma"
38,Oklahoma,Kiowa,"Kiowa, Oklahoma"
43,Oklahoma,Le Flore,"Le Flore, Oklahoma"
80,Illinois,Lee,"Lee, Illinois"
42,Illinois,Livingston,"Livingston, Illinois"
25,Kentucky,Carroll,"Carroll, Kentucky"
295,Kentucky,Pulaski,"Pulaski, Kentucky"
132,Maryland,Talbot,"Talbot, Maryland"
48,Kentucky,Crittenden,"Crittenden, Kentucky"
91,Oklahoma,Mccurtain,"Mccurtain, Oklahoma"
39,Oklahoma,Mcclain,"Mcclain, Oklahoma"
25,Oklahoma,Love,"Love, Oklahoma"
25,Oklahoma,Logan,"Logan, Oklahoma"
50,Oklahoma,Lincoln,"Lincoln, Oklahoma"
25,Oklahoma,Jefferson,"Jefferson, Oklahoma"
25,Oklahoma,Hughes,"Hughes, Oklahoma"
45,Maryland,Worcester,"Worcester, Maryland"
25,Oklahoma,Johnston,"Johnston, Oklahoma"
25,Oklahoma,Harmon,"Harmon, Oklahoma"
70,Vermont,Franklin,"Franklin, Vermont"
14,Alaska,Dillingham,"Dillingham, Alaska"
261,Montana,Deer Lodge,"Deer Lodge, Montana"
46,Kansas,Russell,"Russell, Kansas"
25,Kansas,Chautauqua,"Chautauqua, Kansas"
66,Texas,Polk,"Polk, Texas"
25,Iowa,Plymouth,"Plymouth, Iowa"
34,Texas,Andrews,"Andrews, Texas"
60,Texas,Washington,"Washington, Texas"
20,Oklahoma,Coal,"Coal, Oklahoma"
50,Nebraska,Gage,"Gage, Nebraska"
75,Georgia,Ben Hill,"Ben Hill, Georgia"
25,Texas,Ward,"Ward, Texas"
25,Texas,Hansford,"Hansford, Texas"
68,Iowa,Jasper,"Jasper, Iowa"
25,Iowa,Keokuk,"Keokuk, Iowa"
25,Iowa,Davis,"Davis, Iowa"
25,Iowa,Fremont,"Fremont, Iowa"
80,Iowa,Grundy,"Grundy, Iowa"
25,Iowa,Hancock,"Hancock, Iowa"
11,Colorado,Cheyenne,"Cheyenne, Colorado"
20,Colorado,Huerfano,"Huerfano, Colorado"
24,Colorado,Gunnison,"Gunnison, Colorado"
49,Colorado,Delta,"Delta, Colorado"
17,Colorado,Conejos,"Conejos, Colorado"
46,Colorado,Rio Blanco,"Rio Blanco, Colorado"
25,Georgia,Tattnall,"Tattnall, Georgia"
80,Georgia,Decatur,"Decatur, Georgia"
101,North Carolina,Lincoln,"Lincoln, North Carolina"
25,Georgia,Wilkes,"Wilkes, Georgia"
73,Georgia,Crisp,"Crisp, Georgia"
25,Colorado,Las Animas,"Las Animas, Colorado"
17,Colorado,Rio Grande,"Rio Grande, Colorado"
25,Wisconsin,Langlade,"Langlade, Wisconsin"
92,Colorado,Broomfield,"Broomfield, Colorado"
48,Iowa,Muscatine,"Muscatine, Iowa"
13,Kansas,Haskell,"Haskell, Kansas"
22,Iowa,Adams,"Adams, Iowa"
25,Iowa,Calhoun,"Calhoun, Iowa"
25,Iowa,Adair,"Adair, Iowa"
25,Iowa,Delaware,"Delaware, Iowa"
25,Iowa,Jackson,"Jackson, Iowa"
25,Iowa,Dallas,"Dallas, Iowa"
33,Iowa,Mahaska,"Mahaska, Iowa"
20,Idaho,Boundary,"Boundary, Idaho"
88,Kansas,Thomas,"Thomas, Kansas"
75,Kansas,Mitchell,"Mitchell, Kansas"
25,Kansas,Clay,"Clay, Kansas"
17,Kansas,Lane,"Lane, Kansas"
59,Kansas,Lyon,"Lyon, Kansas"
12,Kansas,Jackson,"Jackson, Kansas"
638,Kansas,Pawnee,"Pawnee, Kansas"
25,Kansas,Jewell,"Jewell, Kansas"
25,Kansas,Rice,"Rice, Kansas"
34,Kansas,Stanton,"Stanton, Kansas"
155,Arkansas,Phillips,"Phillips, Arkansas"
80,Arkansas,Johnson,"Johnson, Arkansas"
79,Arkansas,Hempstead,"Hempstead, Arkansas"
308,Michigan,Midland,"Midland, Michigan"
821,Michigan,Kalamazoo,"Kalamazoo, Michigan"
200,Mississippi,Alcorn,"Alcorn, Mississippi"
183,Michigan,Lapeer,"Lapeer, Michigan"
25,Michigan,Delta,"Delta, Michigan"
377,Michigan,Grand Traverse,"Grand Traverse, Michigan"
71,Michigan,Crawford,"Crawford, Michigan"
81,Missouri,Nodaway,"Nodaway, Missouri"
99,Missouri,Marion,"Marion, Missouri"
144,Missouri,Madison,"Madison, Missouri"
58,Missouri,Laclede,"Laclede, Missouri"
88,Missouri,Audrain,"Audrain, Missouri"
100,Missouri,Randolph,"Randolph, Missouri"
54,Missouri,Linn,"Linn, Missouri"
48,Missouri,Stoddard,"Stoddard, Missouri"
144,Missouri,Scott,"Scott, Missouri"
37,Missouri,Callaway,"Callaway, Missouri"
167,Missouri,Pemiscot,"Pemiscot, Missouri"
132,Missouri,Lawrence,"Lawrence, Missouri"
25,Mississippi,Calhoun,"Calhoun, Mississippi"
165,Mississippi,Bolivar,"Bolivar, Mississippi"
181,Mississippi,Coahoma,"Coahoma, Mississippi"
25,Mississippi,Clarke,"Clarke, Mississippi"
40,Mississippi,Marshall,"Marshall, Mississippi"
44,Mississippi,Montgomery,"Montgomery, Mississippi"
99,Mississippi,Lincoln,"Lincoln, Mississippi"
114,Mississippi,Prentiss,"Prentiss, Mississippi"
22,Mississippi,Perry,"Perry, Mississippi"
29,Mississippi,Sharkey,"Sharkey, Mississippi"
25,Mississippi,Holmes,"Holmes, Mississippi"
30,Mississippi,Jefferson,"Jefferson, Mississippi"
285,Mississippi,Jones,"Jones, Mississippi"
25,Mississippi,Leake,"Leake, Mississippi"
25,Mississippi,Lawrence,"Lawrence, Mississippi"
61,Montana,Big Horn,"Big Horn, Montana"
25,Montana,Wheatland,"Wheatland, Montana"
6,Montana,Phillips,"Phillips, Montana"
97,Montana,Sheridan,"Sheridan, Montana"
79,Montana,Pondera,"Pondera, Montana"
25,Montana,Mineral,"Mineral, Montana"
55,Montana,Rosebud,"Rosebud, Montana"
22,Montana,Prairie,"Prairie, Montana"
44,Montana,Sanders,"Sanders, Montana"
10,Montana,Carbon,"Carbon, Montana"
25,Montana,Toole,"Toole, Montana"
23,Montana,Stillwater,"Stillwater, Montana"
16,Montana,Powell,"Powell, Montana"
261,North Carolina,Lenoir,"Lenoir, North Carolina"
227,North Carolina,Union,"Union, North Carolina"
909,North Carolina,Pitt,"Pitt, North Carolina"
352,North Carolina,Rockingham,"Rockingham, North Carolina"
145,North Carolina,Randolph,"Randolph, North Carolina"
163,North Carolina,Richmond,"Richmond, North Carolina"
896,North Carolina,Orange,"Orange, North Carolina"
19,Nebraska,Nance,"Nance, Nebraska"
161,Nebraska,Adams,"Adams, Nebraska"
159,Nebraska,Hall,"Hall, Nebraska"
25,Nebraska,Sheridan,"Sheridan, Nebraska"
19,Nebraska,Thayer,"Thayer, Nebraska"
16,Nebraska,Valley,"Valley, Nebraska"
16,Nebraska,Nemaha,"Nemaha, Nebraska"
20,Nebraska,Morrill,"Morrill, Nebraska"
11,Nebraska,Pawnee,"Pawnee, Nebraska"
25,Nebraska,Phelps,"Phelps, Nebraska"
25,Nebraska,Howard,"Howard, Nebraska"
10,Nebraska,Garden,"Garden, Nebraska"
99,Florida,Putnam,"Putnam, Florida"
25,Florida,Hardee,"Hardee, Florida"
19,Florida,Gulf,"Gulf, Florida"
49,Florida,Desoto,"Desoto, Florida"
25,Florida,Franklin,"Franklin, Florida"
99,Florida,Flagler,"Flagler, Florida"
25,Florida,Bradford,"Bradford, Florida"
123,Ohio,Ashland,"Ashland, Ohio"
25,Alabama,Choctaw,"Choctaw, Alabama"
49,Arizona,Graham,"Graham, Arizona"
56,Arizona,Santa Cruz,"Santa Cruz, Arizona"
25,Oregon,Crook,"Crook, Oregon"
83,Alabama,Geneva,"Geneva, Alabama"
39,Alabama,Hale,"Hale, Alabama"
94,Alabama,Monroe,"Monroe, Alabama"
314,Alabama,Lee,"Lee, Alabama"
170,Alabama,Jackson,"Jackson, Alabama"
97,Alabama,Pike,"Pike, Alabama"
115,Alabama,Chambers,"Chambers, Alabama"
25,Wyoming,Hot Springs,"Hot Springs, Wyoming"
206,Wyoming,Laramie,"Laramie, Wyoming"
99,Wyoming,Albany,"Albany, Wyoming"
24,Wyoming,Niobrara,"Niobrara, Wyoming"
12,Wyoming,Weston,"Weston, Wyoming"
25,Wyoming,Carbon,"Carbon, Wyoming"
25,Wyoming,Goshen,"Goshen, Wyoming"
25,Wyoming,Platte,"Platte, Wyoming"
18,Wyoming,Washakie,"Washakie, Wyoming"
424,Ohio,Erie,"Erie, Ohio"
90,Wyoming,Campbell,"Campbell, Wyoming"
30,Ohio,Hocking,"Hocking, Ohio"
38,Puerto Rico,Fajardo,"Fajardo, Puerto Rico"
